1.398579373633109801e+00 1.370289878279494555e+00 1.336174569721985561e+00 1.295132914622258324e+00
1.459031411114253940e+00 1.406389299183096409e+00 1.342906304198497880e+00 1.266534514083701213e+00
1.225812235037380571e+00 1.248130945549973170e+00 1.275045872317852602e+00 1.307425269959225700e+00
1.213878190344884977e+00 1.125820070508899651e+00 1.019627652028205489e+00 8.918752500194814248e-01
7.045132256486813516e-01 1.671748903430080313e+00 2.838172806821735783e+00 4.241412864357165802e+00
1.211400770921506886e+00 1.434532649315154673e+00 1.703615317113367000e+00 2.027329172037828808e+00
9.292226953238698073e-01 1.345280450444395814e+00 1.847019294360091601e+00 2.450624932204787942e+00
1.208052311366163423e+00 1.758291525202383410e+00 2.421844562321691541e+00 3.220117127962400350e+00
1.021160901521734221e+00 1.864415866604721250e+00 2.881327019202619688e+00 4.104699122715449455e+00
1.042746902223895322e+00 1.879018965329449564e+00 2.887509188087165501e+00 4.100750681245492579e+00
1.043305776153756526e+00 1.588720457819202458e+00 2.246455420010194270e+00 3.037728681389890273e+00
1.029102397266466129e+00 1.786077425000471175e+00 2.698940532619479082e+00 3.797139974462666157e+00
8.849873506694981851e-01 1.455594120481168874e+00 2.143709117719572621e+00 2.971530397365956144e+00
9.999658314523542924e-01 1.541979230141532042e+00 2.195612464225451976e+00 2.981951233806561685e+00
6.891392193295537982e-01 1.177380035807886971e+00 1.766167000591971403e+00 2.474493923537676388e+00
1.193569237621344259e+00 1.430564581083185516e+00 1.716365694458661606e+00 2.060192299529555182e+00
1.039470140224837191e+00 1.272033947345637239e+00 1.552490913440694786e+00 1.889888362254204646e+00
8.474271675817491856e-01 1.094465246460538221e+00 1.392377251643309055e+00 1.750773592868492878e+00
6.087920199903757990e-01 1.461986997092754148e+00 2.490885163699495752e+00 3.728677974965774133e+00
1.166546752354661542e+00 1.459164109101171114e+00 1.812041786483075789e+00 2.236563344102498796e+00
8.970903658789475266e-01 1.388262866986257338e+00 1.980585254529237282e+00 2.693165388354091139e+00
5.594263960053204032e-01 1.555762803173122766e+00 2.757280311093813108e+00 4.202738940706904458e+00
1.125646199959092097e+00 1.913664559271783361e+00 2.863963924491780944e+00 4.007200214531557947e+00
8.646187851939889368e-01 1.450003556516284986e+00 2.155939871353197645e+00 3.005200686540282273e+00
1.119505286782377818e+00 1.437173237791361524e+00 1.820260317714059717e+00 2.281124617998642634e+00
1.535034649522795114e+00 1.451725557784717902e+00 1.351260161185582565e+00 1.230397524116704000e+00
1.037349969872194189e+00 1.006438637020457216e+00 9.691615613788050476e-01 9.243162134602270763e-01
1.317201555191481299e+00 1.059976009395688479e+00 7.497785755423571619e-01 3.766025255128550575e-01
1.453656723635325276e+00 1.139339627751848605e+00 7.602934631975318824e-01 3.042904953132329893e-01
8.739321259711706480e-01 1.079052499051112335e+00 1.326414452015725498e+00 1.623997689208345196e+00
1.157575614156009847e+00 1.436359112185090270e+00 1.772554047341061922e+00 2.177005806928314247e+00
6.884775424328144489e-01 1.335138037725922988e+00 2.114968927358843231e+00 3.053126949716320482e+00
2.026129430239216322e-01 9.212639051447438776e-01 1.787910659052624585e+00 2.830510555437162346e+00
8.317635507804578276e-01 9.399497202595479273e-01 1.070415269655164314e+00 1.227368916187924208e+00
1.293883287393029935e+00 1.471174114319230286e+00 1.684975427824469074e+00 1.942184292107752341e+00
1.454746104563435782e+00 1.329948346674483028e+00 1.179450292027394376e+00 9.983969903521796585e-01
1.460687812543250308e+00 1.124902096897910431e+00 7.199661602453364395e-01 2.328170840010317377e-01
5.920796238778930354e-01 1.281841101804376715e+00 2.113648999273229467e+00 3.114336792543437760e+00
1.011586593876586226e+00 9.147358813190696880e-01 7.979401625685734745e-01 6.574316985163691784e-01
8.617580823245108990e-01 1.347916072670895415e+00 1.934191283347142631e+00 2.639496496973836592e+00
1.083394960254564054e+00 1.555275919058336509e+00 2.124333949637405183e+00 2.808926421764278203e+00
8.943614864909763540e-01 1.228591463876598455e+00 1.631651280432240059e+00 2.116543332566263924e+00
9.839370075986805242e-01 1.486167124408306339e+00 2.091824283988733324e+00 2.820446515567790691e+00
8.112326033067269737e-01 1.831557663494208121e+00 3.062003941243264471e+00 4.542264677123510452e+00
2.834077043684855024e-01 1.473087572079948782e+00 2.907764835294070149e+00 4.633721067435325303e+00
4.616815997703437868e-01 1.089452376282094903e+00 1.846503482227278781e+00 2.757256797874205301e+00
9.799465432535103826e-01 8.169704670818377368e-01 6.204318206129035840e-01 3.839904198690788362e-01
6.082395978130293868e-01 1.143200600353571073e+00 1.788329099104707387e+00 2.564436438017260400e+00
