2.392917615206719528e+00 2.133770979409794766e+00 3.926106508472383627e+00 4.273978718524340081e+00
1.987910694404974921e+00 2.025125056857872252e+00 5.180974517692149561e+00 4.146985674997480054e+00
2.077347021411180883e+00 1.878312824153832272e+00 4.687920604992300788e+00 4.289310728393044947e+00
1.887721860775178895e+00 2.133021096029498409e+00 5.738029852405367670e+00 3.532134606516447839e+00
2.237930436438396065e+00 2.357747298925091162e+00 3.599089104651262083e+00 6.278034853910536839e+00
2.021969821958961244e+00 2.144142055604543184e+00 5.805853813304524103e+00 3.106746837649040582e+00
1.970051021398323998e+00 2.255523628152666493e+00 4.721379227296239378e+00 6.717719606490593520e+00
2.167042968874337561e+00 2.894328204281607420e+00 5.635796554349840726e+00 4.321386505303088654e+00
2.021096368100644636e+00 2.959886448961832617e+00 4.415227058953687056e+00 2.658598475883706680e+00
2.037531692068669464e+00 2.994119964817187451e+00 4.342506933409749692e+00 2.554022240760458029e+00
2.051931693920903577e+00 2.921524097150995480e+00 4.285341521209628191e+00 3.837224460845690466e+00
1.973690109605296561e+00 2.398657142499879047e+00 3.797322435405360963e+00 3.206818362103959874e+00
2.003870395494822709e+00 2.216919478529904008e+00 4.355553812682916970e+00 3.676306757279759196e+00
2.205995978958649850e+00 2.385152863030878478e+00 4.716176684027766797e+00 4.746712416465699746e+00
2.105224891452583513e+00 2.478977692795145238e+00 4.550066193040259499e+00 4.134786343436201328e+00
1.826400314788536150e+00 2.359863162562758632e+00 4.711681472176979746e+00 3.652249858989632170e+00
2.350711947201463481e+00 2.119533722355407157e+00 5.514488713869527992e+00 4.868227233383446872e+00
2.749313412446302340e+00 2.526745586514967279e+00 4.098412760746046324e+00 4.571412948078122263e+00
2.413527559005701040e+00 2.032860774173613549e+00 5.085931807741599364e+00 3.813953090387939504e+00
1.962060847012772946e+00 2.610896811887524649e+00 4.506265633220351674e+00 4.371458859379517392e+00
1.961652297854911131e+00 2.300066718402502985e+00 4.821359658089756195e+00 3.638711502033272538e+00
2.153918815772582374e+00 2.493122225062021968e+00 3.994198368625997198e+00 5.554923542920067625e+00
2.086046531808370741e+00 2.994723103102662876e+00 4.199373136389385586e+00 3.636935834932996325e+00
2.031348688424582605e+00 2.373689140579148926e+00 4.758982319358567636e+00 3.624219056687598695e+00
2.105601455178045534e+00 2.154137433769387933e+00 4.627554881327122338e+00 4.358547813072305210e+00
2.286187434405336560e+00 2.255042827176889197e+00 5.547444113725171988e+00 3.148832586683856238e+00
2.255192736933731901e+00 2.415556665000110126e+00 4.956233401475351741e+00 7.592814568807056297e+00
2.105538061087732338e+00 2.335903943681532979e+00 5.060208431134173068e+00 4.795276344324534534e+00
1.965758500927218932e+00 2.557080977084920548e+00 4.202220825405872162e+00 4.274629216144521848e+00
3.039731389611629364e+00 2.025464374135188983e+00 5.129794145061662647e+00 3.492174160513876746e+00
2.461823477442851349e+00 2.181194050024886977e+00 5.508570859370780504e+00 3.376966293420506027e+00
2.066263932551484661e+00 2.138486994324386714e+00 3.921010097658815585e+00 4.537829360071960139e+00
2.132732259154431986e+00 2.164090727717922213e+00 4.116387233962639947e+00 4.518793712120029227e+00
1.936572465894684125e+00 2.668433425700627915e+00 5.649295196760118820e+00 3.421586411144361239e+00
1.749728737960936753e+00 2.080993757502584529e+00 6.179660010454681718e+00 4.831325851570227314e+00
2.472355052038543111e+00 2.342588044728004526e+00 4.221207719775953215e+00 4.234000436881908414e+00
2.333181875061415944e+00 2.487903788641104619e+00 4.628837172848859538e+00 3.858302695438309726e+00
1.939212555019766748e+00 1.927294738606887936e+00 4.914876359470731870e+00 4.851301090688115103e+00
2.275018697529149314e+00 2.278609377532713864e+00 5.068528093938906132e+00 3.696098079912526480e+00
1.969807299077117602e+00 3.112206976670566227e+00 4.558037123912884958e+00 4.888588279886276311e+00
1.884700526195877801e+00 1.975443307725578856e+00 4.928187496482251184e+00 3.522854075144598696e+00
1.921767424966670079e+00 2.032589157006143843e+00 4.788916164952212284e+00 3.045793764633160539e+00
2.068686416849532694e+00 2.804640941993224335e+00 5.588518318164516607e+00 4.690031209639522025e+00
2.101702899487867260e+00 2.507757000411765524e+00 4.939130578453826637e+00 4.369568687913089278e+00
2.193021302154034124e+00 2.647671838478939943e+00 5.072904915451123209e+00 4.766435206564996641e+00
2.809541907014803996e+00 2.570800745992486203e+00 5.371529384544740715e+00 2.929546515630442549e+00
1.675595428422838706e+00 1.982674670843019848e+00 5.736774250491054161e+00 5.535635966247399509e+00
2.356168060919960006e+00 2.505934418850645162e+00 4.218815055489019805e+00 3.340791944821213999e+00
2.214548215775881790e+00 2.348672518911829599e+00 4.696355201475208574e+00 3.574852687985917488e+00
